query_or_cluster	ownership_type	primary_owner_sku	supporting_skus	competing_skus	overlap_risk	ownership_reason	manual_review_required
амулет славянский мужской перуна	FAMILY_SHARED		2183921966		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулет славянский подарок	FAMILY_SHARED		2559437928		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулет тайна амулета	FAMILY_SHARED		2184199958		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулет талисман мужской	FAMILY_SHARED		2271240621		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулет тельца	FAMILY_SHARED		2271292556		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулет тельца мужской	FAMILY_SHARED		2271292556		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулет тзвезда	FAMILY_SHARED		2184234912		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулет черное зеркало	FAMILY_SHARED		1720160556		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулет черный подвеска	FAMILY_SHARED		2271275793		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулет японский на шею	FAMILY_SHARED		1602715556		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулет японский самурай	FAMILY_SHARED		1602715556		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулетом на машину	STORE_GENERIC		1630040194;1636041142;2183985513;2184199958;2326866320;2559437928		LOW	0 exact/strong owner(s); 6 family/generic supporting relation(s).	NO
амулеты	STORE_GENERIC		1602717077;1640326205;2184199958;2184932293;2326866320		LOW	0 exact/strong owner(s); 5 family/generic supporting relation(s).	NO
амулеты , обереги для скорпиона женский	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
амулеты богинь славянских	FAMILY_SHARED		2184199958		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулеты дерева печать велеса	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
амулеты деревянные	FAMILY_SHARED		2184199958		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулеты для знака зодиака рак	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
амулеты для призывать	FAMILY_SHARED		1640337426		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулеты и обереги	FAMILY_SHARED		2326866320		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулеты и обереги набор	FAMILY_SHARED		1640330072		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулеты и талисманы	STORE_GENERIC		2184199958;2271219774		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
амулеты из дерева	FAMILY_SHARED		1630033296		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулеты коло	FAMILY_SHARED		1640306007;2184199958;2559437928		LOW	0 exact/strong owner(s); 3 family/generic supporting relation(s).	NO
амулеты мужские	FAMILY_SHARED		2271270261		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулеты мужские в машину	FAMILY_SHARED		2186848313		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулеты на шею рак мужские	SKU_SPECIFIC	2186796339			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
амулеты обереги	FAMILY_SHARED		1602717077		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулеты обереги в машину	FAMILY_SHARED		2184199958		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулеты обереги для водолея на руку	FAMILY_SHARED		1720141903		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулеты обереги для дома	FAMILY_SHARED		2559437928		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулеты обереги и талисманы	STORE_GENERIC		1602717077;1602722942;1611643847;1611695246;1623753672;1629553898;1630033296;1630040194;1636041142;1640251697;1640306007;1640330072;1720131759;1720137256;1720141903;1720144370;1720147059;1720148880;1720151850;1720160556;1720161841;1943215793;2183808182;2183921966;2183985513;2184098058;2184133137;2184153852;2184168890;2184199958;2184234912;2184932293;2186766628;2186839757;2186848313;2186850644;2186857668;2271188511;2271210394;2271234726;2271240621;2271251938;2271270261;2271275793;2271285786;2271292556;2326866320;2559437928;2559748332		LOW	0 exact/strong owner(s); 49 family/generic supporting relation(s).	NO
амулеты обереги и талисманы дерево	STORE_GENERIC		1640306007;1720153914;2184153852;2186846833;2271275793;2326866320		LOW	0 exact/strong owner(s); 6 family/generic supporting relation(s).	NO
амулеты обереги и талисманы для овна	FAMILY_SHARED		1720148880		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулеты обереги и талисманы зеркалр	STORE_GENERIC		1602715556;1630040194;1640251697;1640330072;2184153852;2184234912;2186857668;2271188511;2271240621;2271275793;2271285786;2326866320		LOW	0 exact/strong owner(s); 12 family/generic supporting relation(s).	NO
амулеты обереги и талисманы по знаку зодиака весы	SKU_SPECIFIC	2186802133			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
амулеты обереги и талисманы рак	SKU_SPECIFIC	2271262133			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
амулеты обереги и талисманы славянские	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
амулеты обереги и талисманы славянские наклейки на телефон	FAMILY_SHARED		2184234912		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулеты обереги кулоны	STORE_GENERIC		2184133137;2326866320		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
амулеты обереги подвеска	STORE_GENERIC		1636041142;1720137256		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
амулеты обереги славянские латунь	FAMILY_SHARED		1640330072		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулеты от сглаза с зеркалом	FAMILY_SHARED		2184234912		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулеты подвески	FAMILY_SHARED		2184234912		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулеты славян	FAMILY_SHARED		1640330072		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулеты славянские	FAMILY_SHARED		2559437928		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулеты славянские мужские	FAMILY_SHARED		1640330072		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулеты славянских богов	FAMILY_SHARED		1630040194		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
амулеты языческие	STORE_GENERIC		1611695246;2184932293		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
аниме в машину подвеска	FAMILY_SHARED		2271219774		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
аниме подвеска в машину на зеркало	FAMILY_SHARED		2183985513		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
антена на рроп стрелец	SKU_SPECIFIC	2271285786			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
аодвеска зеркало	STORE_GENERIC		1636041142;1640330072;1640334195;1720137256;1720144370;1720148880;2183985513;2184098058;2186802133;2186843798;2186857668;2271188511		LOW	0 exact/strong owner(s); 12 family/generic supporting relation(s).	NO
аодвеска скорпион	SKU_SPECIFIC	2186836116			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
апортизатор звездное небо в машину	FAMILY_SHARED		2184234912		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
армянский барабан на машину подвеска	STORE_GENERIC		1630040194;1636041142;1720161841;2184133137;2271240621		LOW	0 exact/strong owner(s); 5 family/generic supporting relation(s).	NO
армянский кругдый крест аревахач в машину на зеркало	SKU_SPECIFIC	1640251697			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
арома подвеска в машину на зеркало мужская	FAMILY_SHARED		2559817779		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
арома четки в машину	FAMILY_SHARED		2186857668		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
аромадиффузор в машину телец	SKU_SPECIFIC	1720161841			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
ароматизатор в машину версус на зеркало	FAMILY_SHARED		1720147059		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
ароматизатор в машину веселый роджер на зеркало	FAMILY_SHARED		1602715556		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
ароматизатор в машину висячий на зеркало	FAMILY_SHARED		1842444165;2559437928		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
ароматизатор в машину на зеркало в виде касеты	FAMILY_SHARED		2559748332		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
ароматизатор в машину хендай крета на зеркало	FAMILY_SHARED		1640337426		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
ароматизатор в машину шайба повесить на зеркало	FAMILY_SHARED		2271188511		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
ароматизатор джек рассел в машину на зеркало	STORE_GENERIC		1720153914;2184199958		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
ароматизвтор в машину на зеркало кофе ваниль	FAMILY_SHARED		2271292556		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
астрология подвеска	FAMILY_SHARED		2271219774		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
атрибут для порчи	FAMILY_SHARED		1636041142		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
атрибутика зенит в машину на зеркало	STORE_GENERIC		1630040194;2184168890;2271240621		LOW	0 exact/strong owner(s); 3 family/generic supporting relation(s).	NO
атрибуты дерево природа	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
атрибуты с российской символикой	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
аум знак	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
аум сенерик	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
аятол корси на машину на салон зеркало	FAMILY_SHARED		1720131759		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
аятуль курси в машину	STORE_GENERIC		1720161841;2184199958		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
